instance_id,id,aud,role,email,encrypted_password,email_confirmed_at,invited_at,confirmation_token,confirmation_sent_at,recovery_token,recovery_sent_at,email_change_token_new,email_change,email_change_sent_at,last_sign_in_at,raw_app_meta_data,raw_user_meta_data,is_super_admin,created_at,updated_at,phone,phone_confirmed_at,phone_change,phone_change_token,phone_change_sent_at,confirmed_at,email_change_token_current,email_change_confirm_status,banned_until,reauthentication_token,reauthentication_sent_at,is_sso_user,deleted_at,first_name,last_name
00000000-0000-0000-0000-000000000000,user_2YDryYFVMM1W1plDDKz7Gzf4we6,authenticated,authenticated,janedoe@test.com,$2b$10$U4C0ZY8OG8y41F9LusfKyu3HRMBL0rCZcKBVsXhgr.n8Ou6FPhzO2,2024-01-15 10:30:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:30:00.000000+00,,0,,,false,,Jane,Doe
00000000-0000-0000-0000-000000000000,user_2ZZCgLE7kJG2CRBxTZ6YUIvzS10,authenticated,authenticated,johndoe@test.com,,2024-01-15 10:31:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:31:00.000000+00,,0,,,false,,John,Doe
00000000-0000-0000-0000-000000000000,user_2cWszPHuo6P2lCdnhhZbVMfbAIC,authenticated,authenticated,johnhancock@test.com,$2b$10$U4C0ZY8OG8y41F9LusfKyu3HRMBL0rCZcKBVsXhgr.n8Ou6FPhzO2,2024-01-15 10:32:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:32:00.000000+00,,0,,,false,,John,Hancock
00000000-0000-0000-0000-000000000000,user_2cukOsyNsh0J3MCEvrgM6PkoB0I,authenticated,authenticated,janehancock@test.com,,2024-01-15 10:33:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:33:00.000000+00,,0,,,false,,Jane,Hancock
00000000-0000-0000-0000-000000000000,user_2dA1B2C3D4E5F6G7H8I9J0K1L2M,authenticated,authenticated,alicesmith@test.com,$2b$10$U4C0ZY8OG8y41F9LusfKyu3HRMBL0rCZcKBVsXhgr.n8Ou6FPhzO2,2024-01-15 10:34:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:34:00.000000+00,,0,,,false,,Alice,Smith
00000000-0000-0000-0000-000000000000,user_2dB2C3D4E5F6G7H8I9J0K1L2M3N,authenticated,authenticated,bobjohnson@test.com,,2024-01-15 10:35:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:35:00.000000+00,,0,,,false,,Bob,Johnson
00000000-0000-0000-0000-000000000000,user_2dC3D4E5F6G7H8I9J0K1L2M3N4O,authenticated,authenticated,carolwilliams@test.com,,2024-01-15 10:36:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:36:00.000000+00,,0,,,false,,Carol,Williams
00000000-0000-0000-0000-000000000000,user_2dD4E5F6G7H8I9J0K1L2M3N4O5P,authenticated,authenticated,davidbrown@test.com,$2b$10$U4C0ZY8OG8y41F9LusfKyu3HRMBL0rCZcKBVsXhgr.n8Ou6FPhzO2,2024-01-15 10:37:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:37:00.000000+00,,0,,,false,,David,Brown
00000000-0000-0000-0000-000000000000,user_2dE5F6G7H8I9J0K1L2M3N4O5P6Q,authenticated,authenticated,emmajones@test.com,,2024-01-15 10:38:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:38:00.000000+00,,0,,,false,,Emma,Jones
00000000-0000-0000-0000-000000000000,user_2dF6G7H8I9J0K1L2M3N4O5P6Q7R,authenticated,authenticated,frankgarcia@test.com,,2024-01-15 10:39:00.000000+00,,,,,,,,,,"{\""provider\"":\""email\"",\""providers\"":[\""email\""]}",{},,,,,,,2024-01-15 10:39:00.000000+00,,0,,,false,,Frank,Garcia
